id,created_at,enabled,price_range,average_ticket,takeout_time,delivery_time,minimum_order_value,merchant_zip_code,merchant_city,merchant_state,merchant_country
a14150aa-1891-403c-827a-82a77ec6149a,2017-01-23T12:51:13.021Z,false,1,30.0,0,80,30.0,56650,SAO PAULO,SP,BR
a25168e0-bbe4-4878-8a34-eb8db53eed3c,2017-01-20T13:14:07.590Z,true,3,60.0,0,60,0.0,41515,SALVADOR,BA,BR
a87f72fd-c9da-4ab8-8d09-d47e825fc402,2017-01-23T12:38:34.882Z,false,3,60.0,0,50,10.0,50830,SAO PAULO,SP,BR
b17782c4-d9c0-4acf-a8db-e5e2d901256a,2017-01-20T13:14:39.627Z,false,3,60.0,0,50,23.0,88036,FLORIANOPOLIS,SC,BR
b2332fc0-dc4c-4758-84c9-8857d5c504ab,2017-01-23T12:50:52.854Z,false,1,30.0,0,50,0.0,54220,SAO PAULO,SP,BR
ba52901e-dbf4-47c1-8615-f4e73d8f99df,2017-01-20T13:15:29.229Z,true,4,60.0,0,0,33.0,40310,SALVADOR,BA,BR
c1b9cae1-8473-4801-a5f6-731340607034,2017-01-20T13:15:57.392Z,false,2,40.0,0,35,0.0,63102,CARAPICUIBA,SP,BR
c1cb9790-35fc-4d8b-bf36-34be4dce4f1a,2017-01-20T13:15:29.141Z,false,1,30.0,0,60,22.0,30310,BELO HORIZONTE,MG,BR
c9b16cf8-2f7c-4cab-92b3-b822069741de,2017-01-20T13:14:53.546Z,false,1,30.0,0,60,20.0,20510,RIO DE JANEIRO,RJ,BR
d3fb92b3-2a55-4023-baa8-1ebef73e6b33,2017-01-23T12:46:10.039Z,false,3,60.0,0,40,25.0,22431,RIO DE JANEIRO,RJ,BR
d5ec07a7-d1c9-4f5f-bd11-86c63c8bde4c,2017-01-23T12:45:27.152Z,false,1,30.0,0,45,1.0,60020,FORTALEZA,CE,BR
def0bcfb-3df9-4cbd-92f2-0c3ceff36cbd,2017-01-20T13:15:28.597Z,true,2,40.0,0,0,10.0,12150,SAO PAULO,SP,BR
e92a9803-da40-4695-8441-a742795d3f79,2017-01-20T13:15:29.723Z,true,4,80.0,0,0,0.0,30310,BELO HORIZONTE,MG,BR
f8f48f6f-cd1e-4237-9332-36a1105d057b,2017-01-20T13:13:40.741Z,false,2,40.0,0,45,1.0,30431,BELO HORIZONTE,MG,BR
f96c5ba9-e660-40c4-bfc0-709f923787f2,2017-01-20T13:13:28.928Z,true,3,60.0,0,0,25.0,20755,RIO DE JANEIRO,RJ,BR
0e3df664-2faa-4d88-9ee1-598ce5d53dc5,2017-01-20T13:14:21.748Z,true,2,40.0,0,40,20.0,17515,MARILIA,SP,BR
18a4417e-287d-47b5-9bb7-5b1e5507c94c,2017-01-23T12:52:11.953Z,false,2,40.0,0,45,15.0,23085,RIO DE JANEIRO,RJ,BR
1a705fab-9c2d-4890-928f-97ae0a36a844,2017-01-20T13:14:55.171Z,true,3,60.0,0,60,30.0,24210,NITEROI,RJ,BR
2eae664a-a69a-46b3-a85e-e4e72165312c,2017-01-20T13:14:53.254Z,true,3,60.0,0,40,0.0,50670,RECIFE,PE,BR
3a96bae1-0e59-4c48-9609-0530cf6e93b1,2017-01-20T13:14:39.029Z,false,2,40.0,20,70,0.0,80030,CURITIBA,PR,BR
4211a8e0-e9c1-470b-aab5-546d8773a0f8,2017-01-20T13:14:40.325Z,true,1,30.0,0,45,0.0,24230,NITEROI,RJ,BR
4227bda8-9653-4fb4-abde-cf1c185b1760,2017-01-23T12:43:47.309Z,false,3,60.0,0,55,0.0,90640,PORTO ALEGRE,RS,BR
479c3d68-9116-4f67-b033-b7916b21d2de,2017-01-20T13:14:54.079Z,false,5,100.0,30,20,10.0,14420,SAO PAULO,SP,BR
4c5a6166-51fb-42ea-a490-4d9444fe0171,2017-01-20T13:15:39.316Z,false,1,30.0,0,60,13.0,40100,SALVADOR,BA,BR
4e42706c-311a-4a0d-97fa-7d147fb9f8db,2017-01-20T13:13:00.736Z,true,3,40.0,0,35,0.0,21031,RIO DE JANEIRO,RJ,BR
4f99b17a-1efa-4750-9db7-9189abb46fbf,2017-01-20T13:15:32.983Z,true,4,80.0,0,0,40.0,50710,RECIFE,PE,BR
6082dab8-377f-4751-a327-5f012661b7b9,2017-01-20T13:15:22.629Z,true,3,60.0,0,0,35.0,11050,SANTOS,SP,BR
78af92aa-8bf3-49c7-be15-b49514317513,2017-01-20T13:14:15.077Z,true,3,60.0,0,0,25.0,41810,SALVADOR,BA,BR
89d5c7bc-cde4-4e83-af85-472d5f19b6f5,2017-01-20T13:14:22.473Z,true,3,60.0,0,0,20.0,15051,SAO JOSE DO RIO PRETO,SP,BR
935f0d08-f283-41b4-9192-01c4bd29cb51,2017-01-20T13:15:39.203Z,true,3,60.0,0,20,15.0,78045,CUIABA,MT,BR
96cf58c8-2c98-47ec-a301-cf1515454b3b,2017-01-20T13:14:39.762Z,false,3,60.0,0,0,20.0,57052,MACEIO,AL,BR
a2e8e089-07f3-4492-99dd-8bcc13d807aa,2017-01-20T13:13:55.008Z,true,1,30.0,0,45,0.0,66222,JANDIRA,SP,BR
ab218c27-1565-4bc6-89ac-2fa5cf376f37,2017-01-20T13:13:09.875Z,true,4,80.0,0,50,0.0,50600,SAO PAULO,SP,BR
cbf54caf-20e9-4c5c-9d6a-f4198624088f,2017-01-20T13:15:24.201Z,false,1,30.0,0,45,20.0,60710,FORTALEZA,CE,BR
cfab91d4-241b-41cd-938c-824692734db2,2017-01-20T13:15:35.898Z,true,3,60.0,30,0,0.0,58045,JOAO PESSOA,PB,BR
d1a8745d-3e45-470f-b3f8-508e5b1a9a55,2017-01-20T13:14:31.091Z,true,3,81.0,0,0,40.0,22793,RIO DE JANEIRO,RJ,BR
d3a96f88-3665-41cd-9ccc-7cc8d51af9d6,2017-01-20T13:15:44.184Z,true,2,40.0,0,40,15.0,38408,UBERLANDIA,MG,BR
e0573e60-4198-40ed-8a1e-08cf76041a0a,2017-01-20T13:13:52.834Z,true,4,60.0,20,0,40.0,80040,CURITIBA,PR,BR
e72799e6-3858-4179-9823-142750aa1d66,2017-01-20T13:15:01.441Z,true,1,30.0,0,45,0.0,87105,MOGI DAS CRUZES,SP,BR
f46acccf-8178-4553-8c28-0ae4df0ff41a,2017-01-23T12:44:47.452Z,false,1,30.0,0,40,14.0,59094,NATAL,RN,BR
fa4e20eb-ef23-4af2-96f9-3ae8538cf409,2017-01-23T12:30:47.992Z,false,1,30.0,0,50,15.0,33360,SAO PAULO,SP,BR
fdb89242-5e59-4faf-b76a-99a3cfd43329,2017-01-20T13:14:35.513Z,true,2,40.0,0,50,19.8,36037,JUIZ DE FORA,MG,BR
05212e51-3402-4575-90ca-1ad9edb5d749,2017-01-23T12:47:55.329Z,false,4,80.0,0,50,25.0,66055,BELEM,PA,BR
098c6054-f8c4-4977-8ac2-c5171fde7f91,2017-01-20T13:15:48.498Z,true,2,40.0,0,80,14.0,14090,RIBEIRAO PRETO,SP,BR
0bc4000a-27b5-4571-9048-0d95242998c6,2017-01-20T13:13:27.377Z,false,2,40.0,30,30,30.0,14200,SAO PAULO,SP,BR
1db625e9-32e6-41ec-9b43-9d156a4b97d3,2017-01-20T13:13:45.408Z,true,1,30.0,30,20,15.0,54450,SAO PAULO,SP,BR
267799cb-c1fd-4353-9b3d-afb853f32203,2017-01-23T12:42:16.253Z,false,4,80.0,0,40,0.0,24230,NITEROI,RJ,BR
2de71b7a-4b43-4e15-8f83-072141135432,2017-01-23T12:51:42.697Z,false,1,30.0,0,30,0.0,60710,FORTALEZA,CE,BR
3a0e9686-6d11-4945-ad60-19f3d2c16596,2017-01-20T13:15:44.856Z,true,4,80.0,0,0,24.9,62101,OSASCO,SP,BR
3b1f7442-0631-4ae6-a3db-dceab5886c8e,2017-01-20T13:15:55.189Z,false,3,60.0,0,60,30.0,20550,RIO DE JANEIRO,RJ,BR
3b1f8167-26d7-48ff-a142-2ba541b414de,2017-01-20T13:15:36.960Z,false,3,60.0,0,45,0.0,74335,GOIANIA,GO,BR
3c026f95-4a23-48bb-9c5d-16d08d1cd41c,2017-01-20T13:15:26.401Z,true,3,80.0,0,29,0.0,20031,RIO DE JANEIRO,RJ,BR
3d494c5c-c19e-45f2-af5b-77af66b437c2,2017-01-20T13:14:30.886Z,true,2,30.0,20,0,20.0,82800,CURITIBA,PR,BR
40fe9523-ac34-4e46-be54-f994b072032a,2017-01-20T13:13:56.050Z,true,3,60.0,30,0,35.7,22621,RIO DE JANEIRO,RJ,BR
65982a51-73fd-4121-90d9-13ae12fcb9b8,2017-01-20T13:15:05.183Z,true,1,30.0,0,0,15.0,30230,SAO PAULO,SP,BR
6fe6aa75-ce62-43ba-882c-52bd8c604a46,2017-01-23T12:41:51.820Z,false,3,60.0,0,55,19.0,13403,PIRACICABA,SP,BR
76759a25-66ea-411e-b54d-2bd9362cf8d1,2017-01-20T13:15:52.853Z,true,2,30.0,0,0,20.0,22730,RIO DE JANEIRO,RJ,BR
7e6f6f67-b602-415f-93a2-ed7afb9452a6,2017-01-23T12:44:59.258Z,false,3,60.0,0,50,50.0,42600,SAO PAULO,SP,BR
a32b901f-feae-4800-b8a3-e7b05998a7a8,2017-01-20T13:14:29.623Z,true,2,40.0,20,0,0.0,29100,VILA VELHA,ES,BR
a98c2a1d-1c51-4dec-ba30-77fae4590973,2017-01-23T12:40:44.197Z,false,1,30.0,0,50,0.0,80530,CURITIBA,PR,BR
b595f5ba-463b-41f8-9cfe-eafcdac4dcdf,2017-01-20T13:14:24.208Z,true,2,60.0,0,0,0.0,95813,SAO CAETANO DO SUL,SP,BR
b78645b0-c9d2-4c17-8f94-e3cbdd1e7000,2017-01-20T13:15:01.878Z,false,3,60.0,0,35,20.0,88036,FLORIANOPOLIS,SC,BR
c6ad5f48-b92a-48a0-9ed3-2cba31fdd892,2017-01-20T13:14:04.896Z,true,3,60.0,30,0,20.0,14085,RIBEIRAO PRETO,SP,BR
d373e7cd-cd66-4f1d-9104-ab0a9a258802,2017-01-23T12:47:25.313Z,false,1,30.0,0,40,20.0,87045,MARINGA,PR,BR
d5965c10-f88d-4807-9ba4-b41cf38734e7,2017-01-20T13:13:57.918Z,true,2,40.0,0,40,0.0,69020,MANAUS,AM,BR
d7852ce2-17b7-4a96-9f65-da96cfcfd484,2017-01-20T13:13:50.103Z,true,2,40.0,0,0,10.0,20771,RIO DE JANEIRO,RJ,BR
d90ba4a1-bf57-49a3-b212-8d0666da6f5c,2017-01-20T13:14:19.712Z,true,4,80.0,0,0,30.0,23360,SAO PAULO,SP,BR
dc57af14-a273-4284-a8da-0fe34eca4574,2017-01-23T12:46:00.414Z,true,1,30.0,0,45,20.0,26285,NOVA IGUACU,RJ,BR
e270eeeb-0c7d-4814-bb55-10e23e7cb425,2017-01-20T13:16:02.942Z,false,1,30.0,0,75,29.0,22790,RIO DE JANEIRO,RJ,BR
e3c95bec-b0e7-406f-b005-b3edc41c99bf,2017-01-20T13:15:01.206Z,true,2,40.0,30,30,0.0,60810,FORTALEZA,CE,BR
eaab88a9-2c6c-404c-bfa3-194d73b6dc2b,2017-01-20T13:15:28.462Z,false,1,30.0,0,45,20.0,22775,RIO DE JANEIRO,RJ,BR
eddd5f77-e16f-4a6e-b6eb-ed3581dbb867,2017-01-20T13:14:56.518Z,true,2,40.0,0,45,0.0,13145,PAULINIA,SP,BR
ede084d5-e3eb-4eef-8cdd-29cf0286f857,2017-01-20T13:15:36.020Z,true,3,60.0,20,0,15.0,70610,GUARULHOS,SP,BR
04a4db82-44db-4e15-84b1-dc28e2ee98a2,2017-01-20T13:14:24.799Z,true,3,60.0,0,0,25.0,26031,NOVA IGUACU,RJ,BR
0acaaca9-df1d-4ee6-baae-c91ff0dab4ec,2017-01-23T12:33:28.387Z,false,1,30.0,0,45,8.0,30850,BELO HORIZONTE,MG,BR
0b16a3b6-472f-4c83-b593-5f2fb517354d,2017-01-20T13:15:26.119Z,true,1,30.0,0,50,20.0,93506,MAUA,SP,BR
19177aa6-79c8-4b99-8de8-d19f9c6f45a9,2017-01-23T12:52:54.314Z,false,2,40.0,0,60,15.0,21235,RIO DE JANEIRO,RJ,BR
19942056-9511-4549-84d7-cb4cf75e1fd6,2017-01-20T13:14:46.335Z,true,2,40.0,0,0,0.0,67672,TABOAO DA SERRA,SP,BR
1c70d53e-b671-44f0-b8dc-2b52bd45b24c,2017-01-20T13:14:34.181Z,false,2,40.0,0,0,10.0,71065,BRASILIA,DF,BR
200f7366-6e72-47e5-b73d-8d35b654004d,2017-01-20T13:15:25.093Z,true,3,60.0,0,35,12.9,95412,SAO CAETANO DO SUL,SP,BR
384cf86d-50b3-459c-be6f-3ec84d696772,2017-01-20T13:13:33.085Z,false,5,100.0,30,20,10.0,14480,SAO PAULO,SP,BR
3f5b1137-ed98-4105-aa92-893b04741684,2017-01-20T13:13:40.192Z,true,3,60.0,0,0,15.0,50710,RECIFE,PE,BR
435c63c2-296b-4764-b304-36513f4f77fd,2017-01-20T13:14:18.503Z,false,3,60.0,0,0,20.0,20710,RIO DE JANEIRO,RJ,BR
4983e3d1-fe67-487c-8b62-408a4e7d37d4,2017-01-20T13:15:51.461Z,false,3,60.0,0,70,28.0,43500,SAO PAULO,SP,BR
56fe0dca-f765-454b-878a-93b2f3d6d8b8,2017-01-20T13:14:11.392Z,true,4,80.0,0,0,22.0,53030,SAO PAULO,SP,BR
5b523868-1298-472e-9c9e-4cf2ceb15f0c,2017-01-20T22:09:50.029Z,false,4,80.0,0,60,20.0,51011,RECIFE,PE,BR
5f91f245-0a05-45a2-8be6-53c70aba9247,2017-01-20T13:15:46.737Z,false,3,60.0,0,45,10.0,21215,RIO DE JANEIRO,RJ,BR
671f7c4f-daed-49f1-80e7-24a26b6b56ac,2017-01-23T12:29:11.804Z,false,4,80.0,0,50,20.0,12430,SAO PAULO,SP,BR
8a8f95e0-d273-4d59-8ecd-21893a2ed2cf,2017-01-23T12:40:28.021Z,false,1,30.0,0,60,4.5,20130,SAO PAULO,SP,BR
8ce87ed6-fb55-40a6-b80b-7f65908002d4,2017-01-20T13:14:38.279Z,true,1,40.0,0,0,2.0,13400,PIRACICABA,SP,BR
916861af-2f74-4112-acf6-54f15bb64873,2017-01-23T12:38:02.762Z,true,1,30.0,0,0,10.0,26285,NOVA IGUACU,RJ,BR
965109b7-fe8f-4210-ae3b-f6102e9dc343,2017-01-20T13:13:03.723Z,true,4,81.0,0,0,0.0,50130,SAO PAULO,SP,BR
9891460d-4d0a-410e-8d8c-fbe4bf9c2ccc,2017-01-23T12:41:24.724Z,false,1,30.0,0,50,0.0,87030,MARINGA,PR,BR
a53d682e-25e6-432d-812d-199ae869faef,2017-01-20T13:13:28.407Z,true,3,60.0,0,55,10.0,20771,RIO DE JANEIRO,RJ,BR
ac6cee94-0a76-490c-9046-5f0c3b5d1218,2017-01-20T13:16:02.791Z,false,2,40.0,0,65,15.0,14020,RIBEIRAO PRETO,SP,BR
b5f3e555-9658-4af8-adac-153c6ac68024,2017-01-20T13:15:32.963Z,true,4,80.0,0,0,40.0,50610,RECIFE,PE,BR
c0e70e3c-e077-4122-829c-0a5e9cb73b5d,2017-01-20T13:14:04.389Z,true,4,80.0,0,0,10.0,40460,SAO PAULO,SP,BR
cf51c10a-4aaa-4c4d-b173-feab67a8c124,2017-01-20T13:13:27.179Z,false,2,40.0,0,40,35.0,54130,SAO PAULO,SP,BR
d62745df-0d6a-47e5-ac13-6004e0f781a6,2017-01-20T13:13:29.490Z,false,3,60.0,0,60,20.0,22631,RIO DE JANEIRO,RJ,BR
ea9c8525-71d9-4df9-9ea2-f13280099d95,2017-01-20T13:14:47.398Z,false,4,80.0,0,35,50.0,45420,SAO PAULO,SP,BR
ef05f5d5-bceb-41ce-856d-37e1501b42c1,2017-01-20T13:15:46.694Z,true,3,60.0,0,0,20.0,41950,SALVADOR,BA,BR
f3ad9511-6b04-4f6d-af45-5cb5a49aee80,2017-01-20T13:15:16.797Z,true,5,100.0,0,0,15.0,43040,SAO PAULO,SP,BR
fa07449b-dc5a-4a88-adb5-d1641b56e0ff,2017-01-20T13:15:12.996Z,true,2,40.0,0,40,20.0,20710,RIO DE JANEIRO,RJ,BR
fb5c171f-e473-49ad-95d7-e9c29420ed72,2017-01-20T13:15:46.280Z,true,4,80.0,0,0,20.0,82906,SAO PAULO,SP,BR
001da8d7-cd44-4c40-922a-8009d16d6c9c,2017-01-20T13:15:07.366Z,true,3,40.0,0,0,30.0,49020,ARACAJU,SE,BR
0202f8ca-c104-4719-bb1c-f98264b4cfc6,2017-01-20T13:14:12.211Z,false,3,60.0,0,0,0.0,30160,BELO HORIZONTE,MG,BR
03d2a5cf-fef2-4e1a-b734-0f033d478029,2017-01-23T12:50:51.049Z,true,2,40.0,0,0,45.0,20261,RIO DE JANEIRO,RJ,BR
0c55e40a-252b-4ba5-b54d-6c18c78b660d,2017-01-20T13:13:25.242Z,false,5,100.0,0,40,50.0,54170,SAO PAULO,SP,BR
0e65cc35-e9e6-4353-adf1-8400af1ebcfb,2017-01-20T13:14:41.870Z,true,5,60.0,0,0,38.0,45380,SAO PAULO,SP,BR
1a408c3e-ce59-446c-89ad-ba17f9cd52a1,2017-01-20T13:14:10.617Z,true,2,60.0,0,0,20.0,36480,SAO PAULO,SP,BR
1d12c3a7-b7f0-48a2-a12c-3319cd5e18ac,2017-01-20T13:15:09.615Z,true,3,60.0,30,0,15.0,50820,RECIFE,PE,BR
3698e85c-d8a5-4c73-8da8-c1e77b02c838,2017-01-20T13:14:44.573Z,true,4,80.0,0,0,29.99,29062,VITORIA,ES,BR
3e438c56-c4dd-46bd-9e2b-79d29b49d455,2017-01-20T13:13:53.808Z,true,4,80.0,0,35,35.0,22640,RIO DE JANEIRO,RJ,BR
45e7d871-7329-48ab-a003-9a3fbd3c3294,2017-01-20T13:14:51.803Z,false,1,30.0,0,50,18.0,20770,RIO DE JANEIRO,RJ,BR
46be0e0a-1ba7-416c-8327-a20847fa530f,2017-01-20T13:14:29.361Z,true,3,60.0,0,0,30.0,80420,CURITIBA,PR,BR
5403e6df-6d3a-4645-8ca0-5ab7ee6bc512,2017-01-23T12:51:08.215Z,false,3,60.0,0,50,25.0,92602,SANTO ANDRE,SP,BR
58148a2e-5cc1-4139-8979-249d30390c7b,2017-01-20T13:15:14.413Z,true,3,60.0,30,0,0.0,49020,ARACAJU,SE,BR
5a937cbf-4130-4885-bb83-efa663a8ff7a,2017-01-23T12:44:49.887Z,false,2,40.0,0,55,25.0,99814,DIADEMA,SP,BR
65a4ab2e-f310-4296-9120-3e39129586c5,2017-01-20T13:14:23.297Z,true,3,60.0,0,60,15.0,24310,SAO PAULO,SP,BR
7119ee47-1921-4578-ac8d-6436afa81ed3,2017-01-20T13:15:44.473Z,false,1,30.0,0,45,20.0,22763,RIO DE JANEIRO,RJ,BR
756b181e-ba65-4381-8d17-9ac480177c5a,2017-01-23T12:40:57.927Z,false,1,30.0,0,60,0.0,86015,LONDRINA,PR,BR
7ce24232-de31-41ed-9983-e62f2e221251,2017-01-20T13:15:28.663Z,false,2,40.0,0,40,30.0,43630,SAO PAULO,SP,BR
7f964f57-3de4-4cf5-94a6-9cfd1c68c71b,2017-01-20T13:14:23.470Z,false,3,60.0,0,50,25.0,29160,SAO PAULO,SP,BR
86caf14e-d8b6-4950-ac66-292c3906a6d4,2017-01-20T13:15:25.336Z,true,1,30.0,0,0,15.0,23073,RIO DE JANEIRO,RJ,BR
8c6675b1-f667-48b0-8a8e-e5d3e3b77d84,2017-01-20T13:15:44.390Z,true,4,60.0,0,0,30.0,11430,GUARUJA,SP,BR
92146aeb-6f08-47e9-b629-4fee12599c9a,2017-01-20T13:16:03.405Z,true,4,80.0,20,60,0.0,54140,SAO PAULO,SP,BR
93f2c1b0-ac0d-4ed1-b1ef-13a54a74f6b4,2017-01-20T13:13:48.634Z,true,1,30.0,0,60,10.0,14015,RIBEIRAO PRETO,SP,BR
9500c8d2-7988-436a-8202-c01e02d46885,2017-01-23T12:50:53.439Z,false,2,40.0,0,30,10.0,25040,DUQUE DE CAXIAS,RJ,BR
96f917ed-c845-489b-8768-29339f628909,2017-01-20T13:13:54.847Z,true,4,81.0,0,0,25.0,13025,CAMPINAS,SP,BR
a6984374-6820-43a8-af25-2f56503185e6,2017-01-20T13:13:44.916Z,false,3,60.0,0,40,20.0,21221,RIO DE JANEIRO,RJ,BR
a85e2960-f209-4133-ba46-a4362e7321a5,2017-01-20T13:14:34.590Z,false,3,60.0,0,45,0.0,70257,BRASILIA,DF,BR
a8bdd76f-64c2-4330-b9af-44334bd45209,2017-01-20T13:14:56.876Z,false,4,80.0,0,45,12.0,87401,MOGI DAS CRUZES,SP,BR
b2b68dec-57cd-477e-bc8a-9788907bf251,2017-01-20T13:15:28.840Z,true,2,40.0,0,0,20.0,20780,RIO DE JANEIRO,RJ,BR
babc7e82-efa4-4b81-85db-12a35ebf3d97,2017-01-23T12:49:33.439Z,false,1,30.0,0,0,10.0,22720,RIO DE JANEIRO,RJ,BR
c5e0d8d4-65e7-4087-81d4-7356c0d373d3,2017-01-20T13:14:19.453Z,true,4,80.0,30,0,19.0,30590,SAO PAULO,SP,BR
c6f9149c-1039-463f-89df-31b54962c005,2017-01-20T13:14:52.275Z,true,2,40.0,0,0,0.0,90560,PORTO ALEGRE,RS,BR
c9b56a5a-4cbc-4bfe-8f22-8cf3e2876fbe,2017-01-20T13:15:56.117Z,false,2,40.0,0,30,10.0,36025,JUIZ DE FORA,MG,BR
da907f5b-e2b2-42fa-afc5-7cd36d83f8d5,2017-01-23T12:49:11.810Z,false,3,60.0,0,45,"",60135,FORTALEZA,CE,BR
df2b15f2-805f-4127-8f9d-6bbfeabc457f,2017-01-20T13:15:13.176Z,true,4,80.0,0,0,30.0,15310,SAO PAULO,SP,BR
e18cb6ed-260c-46b2-8df3-4df97991f13a,2017-01-20T13:14:06.469Z,true,4,80.0,0,0,32.0,45200,SAO PAULO,SP,BR
e5aa9f6d-ec59-4d8e-b5df-c7f9e04ff3ee,2017-01-20T13:15:15.787Z,true,3,60.0,0,45,30.0,38180,SAO PAULO,SP,BR
e62af063-daf4-4e71-9d28-810d280d1d22,2017-01-20T13:14:27.676Z,true,2,81.0,25,0,0.0,90570,PORTO ALEGRE,RS,BR
ecc6b8db-6413-41ff-a92f-77406381282a,2017-01-20T13:14:50.946Z,false,4,80.0,0,60,0.0,91760,PORTO ALEGRE,RS,BR
f32e26af-c2e3-4416-b5d8-6dd6a9d69db8,2017-01-23T12:43:35.045Z,false,2,40.0,0,50,0.0,69044,MANAUS,AM,BR
faa1ebeb-e6c1-4a51-ae98-fea49574757a,2017-01-20T13:14:10.123Z,false,2,40.0,0,35,10.0,15015,SAO JOSE DO RIO PRETO,SP,BR
04fa4456-f901-424d-a3cc-47c4fde85430,2017-01-20T13:14:11.698Z,true,3,60.0,0,0,35.0,12580,SAO PAULO,SP,BR
109b440e-d03e-4450-8297-717e4e8295d5,2017-01-20T13:15:11.963Z,true,3,60.0,0,0,26.7,90410,PORTO ALEGRE,RS,BR
21c6412f-f1c9-453f-a53e-e7fd1e5a67db,2017-01-23T12:52:49.729Z,false,3,60.0,0,80,40.0,13040,SAO PAULO,SP,BR
25bd6b94-5a84-4467-83bf-77ade6c8a135,2017-01-20T13:14:26.552Z,true,3,80.0,0,0,36.0,22795,RIO DE JANEIRO,RJ,BR
2c465abb-a4ad-4ac3-8c2f-7a65d6085571,2017-01-20T13:15:19.044Z,true,3,60.0,0,0,15.0,11045,SANTOS,SP,BR
2eace614-2a4d-471f-9c47-f2fcbefd3920,2017-01-20T13:13:44.719Z,true,4,81.0,30,40,30.0,11040,SANTOS,SP,BR
333e0c1d-0c77-4fa7-a778-7dd2db3ee772,2017-01-23T12:52:24.681Z,true,2,60.0,0,0,22.0,89228,JOINVILLE,SC,BR
3784dc25-6329-44ac-948b-1cdac6027397,2017-01-20T13:14:06.352Z,false,4,80.0,20,30,0.0,30310,BELO HORIZONTE,MG,BR
39cadaa3-3b71-457d-bd66-c366e609ca5e,2017-01-20T13:13:22.769Z,true,3,60.0,30,1,25.0,41420,SAO PAULO,SP,BR
3f93a3f9-7659-43e0-bb81-e5098ea4e174,2017-01-20T13:14:52.160Z,true,1,30.0,0,40,10.0,30310,BELO HORIZONTE,MG,BR
4554ae83-c507-4694-8447-b4aeb3c9120b,2017-01-20T13:13:54.482Z,true,4,80.0,15,25,25.0,81200,CURITIBA,PR,BR
476651f1-79a9-45a0-8574-b20d689fe407,2017-01-23T12:47:10.283Z,false,4,80.0,0,60,0.0,51021,RECIFE,PE,BR
4990d11d-ff94-4deb-b033-ad98d6f8425b,2017-01-20T13:13:28.648Z,true,3,60.0,20,0,25.0,60833,FORTALEZA,CE,BR
4b47fdbc-b90c-4daa-94c8-f7a239b97ff0,2017-01-20T13:15:21.968Z,true,2,60.0,0,0,25.0,24210,NITEROI,RJ,BR
54cf15e0-c618-42ac-953e-359ee65bdab2,2017-01-20T13:15:18.536Z,true,3,60.0,0,0,20.0,49035,ARACAJU,SE,BR
56133024-a823-4ed4-8b51-6c37f3b5ee1b,2017-01-20T13:15:37.885Z,true,3,60.0,0,0,23.0,99513,DIADEMA,SP,BR
5861e5d6-d96b-48ae-8608-3d646d844688,2017-01-20T13:15:02.832Z,true,1,30.0,0,0,20.0,74650,GOIANIA,GO,BR
5b0cc7df-4efc-434f-a7d7-13ce9b277d05,2017-01-20T13:15:25.573Z,true,3,60.0,0,25,15.0,72110,BRASILIA,DF,BR
